"TeamID","TeamName","ConfAbbrev","ConfFullName","CoachName","TotalCoachYears","CurrCoachYears","Seed","Wins","WinsOT","Losses","LossesOT","HomeWins","HomeLosses","AwayWins","AwayLosses","NeutralWins","NeutralLosses","NeutralWinsPct","NeutralLossesPct","AvgScore","AvgFGM","AvgFGA","AvgFGM2","AvgFGA2","AvgFGM3","AvgFGA3","AvgFTM","AvgFTA","AvgOR","AvgDR","AvgAst","AvgTO","AvgStl","AvgBlk","AvgPF"
1102,"Air Force","mwc","Mountain West Conference","jeff_reynolds",4,4,20,14,2,14,0,10,10,3,4,1,0,0.0714285714285714,0,64.25,22.4285714285714,47.8571428571429,15.75,30.1071428571429,6.67857142857143,17.75,12.7142857142857,18.1428571428571,5.85714285714286,22.4285714285714,15.4285714285714,11.9285714285714,6.21428571428571,2.53571428571429,17.4285714285714
1103,"Akron","mac","Mid-American Conference","keith_dambrot",9,7,15,22,4,12,0,13,9,4,2,5,1,0.227272727272727,0.0833333333333333,69.9705882352941,24.5882352941176,57.2058823529412,16.7058823529412,35.3235294117647,7.88235294117647,21.8823529411765,12.9117647058824,18.2352941176471,10.0588235294118,24.2058823529412,14.3529411764706,12.0294117647059,6.44117647058824,3.41176470588235,19.2352941176471
1104,"Alabama","sec","Southeastern Conference","anthony_grant",5,2,20,21,2,11,0,16,6,4,0,1,5,0.0476190476190476,0.454545454545455,66.65625,24.875,55.90625,20.78125,42.1875,4.09375,13.71875,12.8125,17.71875,12.59375,24.0625,12.40625,14.1875,9.25,5.21875,18.40625
1105,"Alabama A&M","swac","Southwest Athletic Conference","vann_pettaway",12,12,20,10,0,15,1,6,10,4,4,0,1,0,0.0666666666666667,62.8,22.16,55.8,17.88,40.8,4.28,15,14.2,22.76,11.88,24.68,11.6,15.88,8.56,5.28,20
1106,"Alabama St","swac","Southwest Athletic Conference","lewis_jackson",6,6,16,15,1,17,1,8,13,4,3,3,1,0.2,0.0588235294117647,61.5625,20.90625,52.5625,16.09375,36.09375,4.8125,16.46875,14.9375,24.53125,13.3125,22.28125,11.625,15.71875,7.3125,4.5625,22.3125
1107,"Albany NY","aec","America East Conference","will_brown",10,10,20,16,2,16,2,7,8,7,6,2,2,0.125,0.125,62.90625,22.625,53.34375,15.1875,33.625,7.4375,19.71875,10.21875,15.84375,11.75,24.34375,11.59375,12.84375,4.6875,2.8125,15.78125
1108,"Alcorn St","swac","Southwest Athletic Conference","larry_smith",3,3,20,4,0,24,1,2,17,2,7,0,0,0,0,65.6428571428571,21.9285714285714,59.4285714285714,17.7857142857143,46.6071428571429,4.14285714285714,12.8214285714286,17.6428571428571,27.8928571428571,10.5357142857143,24.8928571428571,9.10714285714286,16.8928571428571,7.78571428571429,3.67857142857143,21.7857142857143
1110,"American Univ","patriot","Patriot League","jeff_a_jones",19,11,20,22,1,9,1,10,5,10,4,2,0,0.0909090909090909,0,66.1612903225806,23.0967741935484,51.6774193548387,17.0322580645161,33.7096774193548,6.06451612903226,17.9677419354839,13.9032258064516,19.3548387096774,9.29032258064516,24.3870967741935,13.8709677419355,11.1612903225806,4.09677419354839,2.7741935483871,18
1111,"Appalachian St","southern","Southern Conference","jason_capel",1,1,20,14,1,15,0,7,8,6,3,1,4,0.0714285714285714,0.266666666666667,71.4827586206897,24.9310344827586,55.4137931034483,18.7931034482759,37.0689655172414,6.13793103448276,18.3448275862069,15.4827586206897,21.7241379310345,10.1724137931034,23.2068965517241,10.1379310344828,12.6896551724138,5.6551724137931,2.6551724137931,17.3448275862069
1112,"Arizona","pac_ten","Pacific-10 Conference","sean_miller",7,2,5,27,1,7,1,17,4,7,0,3,3,0.111111111111111,0.428571428571429,76.5294117647059,25.4117647058824,54,17.4705882352941,34.1176470588235,7.94117647058824,19.8823529411765,17.7647058823529,23.7941176470588,10.4117647058824,24.1764705882353,14.0882352941176,12.8529411764706,5.02941176470588,2.64705882352941,18.6176470588235
