"TeamID","TeamName","ConfAbbrev","ConfFullName","CoachName","TotalCoachYears","CurrCoachYears","Seed","Wins","WinsOT","Losses","LossesOT","HomeWins","HomeLosses","AwayWins","AwayLosses","NeutralWins","NeutralLosses","NeutralWinsPct","NeutralLossesPct","AvgScore","AvgFGM","AvgFGA","AvgFGM2","AvgFGA2","AvgFGM3","AvgFGA3","AvgFTM","AvgFTA","AvgOR","AvgDR","AvgAst","AvgTO","AvgStl","AvgBlk","AvgPF"
1102,"Air Force","mwc","Mountain West Conference","dave_pilipovich",1,1,20,11,0,16,2,8,7,2,7,1,2,0.0909090909090909,0.125,60.6666666666667,20.8888888888889,47,14.6296296296296,28.2222222222222,6.25925925925926,18.7777777777778,12.6296296296296,18.5185185185185,5.85185185185185,22.2962962962963,13.3703703703704,13,6.25925925925926,2.96296296296296,17
1103,"Akron","mac","Mid-American Conference","keith_dambrot",10,8,20,21,1,11,1,12,7,8,2,1,2,0.0476190476190476,0.181818181818182,71.46875,25.09375,54.40625,19.1875,38.28125,5.90625,16.125,15.375,22.25,11.28125,23.75,13.71875,14.34375,7.3125,4.3125,18.3125
1104,"Alabama","sec","Southeastern Conference","anthony_grant",6,3,9,21,1,11,0,12,6,4,3,5,2,0.238095238095238,0.181818181818182,64.9375,23.625,52.3125,19.59375,38.15625,4.03125,14.15625,13.65625,19.09375,10.8125,24.375,12.28125,12.9375,7.3125,4.15625,18.40625
1105,"Alabama A&M","swac","Southwest Athletic Conference","willie_hayes",1,1,20,5,0,21,2,4,15,1,5,0,1,0,0.0476190476190476,61.1153846153846,21.6923076923077,53.8846153846154,16.4230769230769,37.2307692307692,5.26923076923077,16.6538461538462,12.4615384615385,19.1153846153846,10.9230769230769,22.5384615384615,10.6153846153846,16.2692307692308,6.15384615384615,4,22.4615384615385
1106,"Alabama St","swac","Southwest Athletic Conference","lewis_jackson",7,7,20,10,2,19,1,6,14,4,4,0,1,0,0.0526315789473684,57.7241379310345,20.4827586206897,54.9310344827586,14.4827586206897,35,6,19.9310344827586,10.7586206896552,18.7241379310345,12.7241379310345,22.1379310344828,11.1379310344828,14.9655172413793,7.48275862068965,3.03448275862069,19.8620689655172
1107,"Albany NY","aec","America East Conference","will_brown",11,11,20,19,0,14,1,10,10,6,3,3,1,0.157894736842105,0.0714285714285714,71.9393939393939,24.7272727272727,55.5151515151515,17.6666666666667,35.8484848484849,7.06060606060606,19.6666666666667,15.4242424242424,20.4545454545455,11.8787878787879,22.9090909090909,12.3030303030303,12.5151515151515,5.51515151515152,2.81818181818182,16.969696969697
1108,"Alcorn St","swac","Southwest Athletic Conference","luther_riley",1,1,20,7,0,21,0,4,14,2,5,1,2,0.142857142857143,0.0952380952380952,60,21.25,52.25,17.25,38.7857142857143,4,13.4642857142857,13.5,19.5714285714286,8.85714285714286,20.8571428571429,9.28571428571429,15.9642857142857,6.60714285714286,3.32142857142857,19.6428571428571
1110,"American Univ","patriot","Patriot League","jeff_a_jones",20,12,20,20,0,11,1,13,10,7,1,0,0,0,0,64.4516129032258,22.2258064516129,51.9032258064516,15.1290322580645,34.1935483870968,7.09677419354839,17.7096774193548,12.9032258064516,18,8.45161290322581,23.9032258064516,12.6129032258065,11.0967741935484,4.45161290322581,2.74193548387097,17.1935483870968
1111,"Appalachian St","southern","Southern Conference","jason_capel",2,2,20,11,0,18,1,7,11,3,5,1,2,0.0909090909090909,0.111111111111111,67.2413793103448,23.5862068965517,53.5862068965517,17.0689655172414,34.6551724137931,6.51724137931035,18.9310344827586,13.551724137931,20.551724137931,10.2758620689655,23.8620689655172,11.7586206896552,14.1724137931034,5.51724137931035,3.68965517241379,19.6896551724138
1112,"Arizona","pac_twelve","Pacific-12 Conference","sean_miller",8,3,20,23,1,11,1,14,4,7,3,2,4,0.0869565217391304,0.363636363636364,69.4705882352941,22.8823529411765,51.8823529411765,15.4705882352941,32.3823529411765,7.41176470588235,19.5,16.2941176470588,23.1764705882353,10.0882352941176,25.4705882352941,13.5294117647059,12.4705882352941,5.61764705882353,3.5,16.7941176470588
