"TeamID","TeamName","ConfAbbrev","ConfFullName","CoachName","TotalCoachYears","CurrCoachYears","Seed","Wins","WinsOT","Losses","LossesOT","HomeWins","HomeLosses","AwayWins","AwayLosses","NeutralWins","NeutralLosses","NeutralWinsPct","NeutralLossesPct","AvgScore","AvgFGM","AvgFGA","AvgFGM2","AvgFGA2","AvgFGM3","AvgFGA3","AvgFTM","AvgFTA","AvgOR","AvgDR","AvgAst","AvgTO","AvgStl","AvgBlk","AvgPF"
1101,"Abilene Chr","southland","Southland Conference","joe_golding",3,3,20,9,0,18,1,6,12,2,5,1,1,0.111111111111111,0.0555555555555556,69.8518518518518,23.8148148148148,53.9259259259259,16.962962962963,35.0740740740741,6.85185185185185,18.8518518518519,15.3703703703704,21.7407407407407,8.18518518518519,22.5185185185185,12.8888888888889,13.4074074074074,6.74074074074074,2.44444444444444,22.3703703703704
1102,"Air Force","mwc","Mountain West Conference","dave_pilipovich",5,5,20,12,1,18,1,10,12,2,5,0,1,0,0.0555555555555556,67.4333333333333,23.2333333333333,55.0333333333333,16.9333333333333,36.1666666666667,6.3,18.8666666666667,14.6666666666667,21.7666666666667,8.8,25.5,13.0333333333333,13.2,6.1,1.66666666666667,19.3333333333333
1103,"Akron","mac","Mid-American Conference","keith_dambrot",14,12,20,25,0,8,0,14,7,6,0,5,1,0.2,0.125,76.3333333333333,25.9393939393939,59.8181818181818,14.1515151515152,29.5454545454545,11.7878787878788,30.2727272727273,12.6666666666667,18.3636363636364,10.3030303030303,26.1212121212121,14.5151515151515,10.8181818181818,5.33333333333333,3.84848484848485,17.8484848484848
1104,"Alabama","sec","Southeastern Conference","avery_johnson",1,1,20,18,2,14,0,10,7,5,4,3,3,0.166666666666667,0.214285714285714,66.84375,22.53125,52.8125,14.6875,29.9375,7.84375,22.875,13.9375,21.78125,9.78125,24.875,10.5625,13.3125,5.625,5.28125,19.3125
1105,"Alabama A&M","swac","Southwest Athletic Conference","willie_hayes",5,5,20,10,2,18,1,5,12,4,5,1,1,0.1,0.0555555555555556,67.1071428571429,23.25,56.1785714285714,17.3571428571429,35.3571428571429,5.89285714285714,20.8214285714286,14.7142857142857,21.5714285714286,11.3928571428571,23.0357142857143,12.6428571428571,11.75,5.60714285714286,2.14285714285714,19.3571428571429
1106,"Alabama St","swac","Southwest Athletic Conference","lewis_jackson",11,11,20,12,1,17,3,6,12,5,3,1,2,0.0833333333333333,0.117647058823529,70.0689655172414,24.7931034482759,62.1034482758621,17.8620689655172,41.2068965517241,6.93103448275862,20.8965517241379,13.551724137931,19.551724137931,12.6896551724138,24.5862068965517,11.8275862068966,12.0689655172414,5.72413793103448,3.79310344827586,21.3448275862069
1107,"Albany NY","aec","America East Conference","will_brown",15,15,20,23,2,8,0,13,7,10,1,0,0,0,0,74.6129032258064,25.1935483870968,55.258064516129,19.4838709677419,37.6129032258064,5.70967741935484,17.6451612903226,18.5161290322581,24.7096774193548,11.7096774193548,26.5161290322581,12.4516129032258,12.7096774193548,6.48387096774194,1.58064516129032,17.5806451612903
1108,"Alcorn St","swac","Southwest Athletic Conference","montez_robinson",1,1,20,13,2,15,1,7,9,6,2,0,4,0,0.266666666666667,66.5714285714286,22.8571428571429,56.6428571428571,16.8571428571429,37.25,6,19.3928571428571,14.8571428571429,21.75,12.8928571428571,23.1785714285714,9.07142857142857,14.3571428571429,4.46428571428571,3.89285714285714,18.4285714285714
1110,"American Univ","patriot","Patriot League","mike_brennan",3,3,20,12,2,19,0,5,12,7,7,0,0,0,0,57.5806451612903,20.3548387096774,47.9677419354839,14.0645161290323,29.5161290322581,6.29032258064516,18.4516129032258,10.5806451612903,15.1935483870968,7.03225806451613,21.1612903225806,11.2258064516129,13.8064516129032,5.67741935483871,2.2258064516129,18.2903225806452
1111,"Appalachian St","sun_belt","Sun Belt Conference","jim_fox",2,2,20,9,0,22,0,6,12,2,7,1,3,0.111111111111111,0.136363636363636,70.5483870967742,23.1935483870968,57.9032258064516,14.9354838709677,34.6774193548387,8.25806451612903,23.2258064516129,15.9032258064516,22.6129032258065,12.6774193548387,24.0967741935484,11.5483870967742,14.9032258064516,4.09677419354839,3.32258064516129,21.5161290322581
