"TeamID","TeamName","ConfAbbrev","ConfFullName","CoachName","TotalCoachYears","CurrCoachYears","Seed","Wins","WinsOT","Losses","LossesOT","HomeWins","HomeLosses","AwayWins","AwayLosses","NeutralWins","NeutralLosses","NeutralWinsPct","NeutralLossesPct","AvgScore","AvgFGM","AvgFGA","AvgFGM2","AvgFGA2","AvgFGM3","AvgFGA3","AvgFTM","AvgFTA","AvgOR","AvgDR","AvgAst","AvgTO","AvgStl","AvgBlk","AvgPF"
1102,"Air Force","mwc","Mountain West Conference","dave_pilipovich",2,2,20,15,0,13,1,11,10,3,2,1,1,0.0666666666666667,0.0769230769230769,68.9285714285714,24.3928571428571,51.7857142857143,16.0714285714286,29.9285714285714,8.32142857142857,21.8571428571429,11.8214285714286,16.25,6.85714285714286,22.1785714285714,15.5,11.9285714285714,6.21428571428571,1.71428571428571,17.6071428571429
1103,"Akron","mac","Mid-American Conference","keith_dambrot",11,9,12,25,2,6,2,14,4,7,1,4,1,0.16,0.166666666666667,71.9354838709677,25.7741935483871,56.9354838709677,18.8387096774194,36.0645161290323,6.93548387096774,20.8709677419355,13.4516129032258,20.9354838709677,13.0322580645161,24.7741935483871,15,13.741935483871,7.12903225806452,5.58064516129032,18
1104,"Alabama","sec","Southeastern Conference","anthony_grant",7,4,20,20,0,12,1,13,8,4,3,3,1,0.15,0.0833333333333333,62.59375,22.3125,52.0625,16.8125,35.71875,5.5,16.34375,12.46875,17.90625,10.4375,21.96875,10.46875,12.46875,8.21875,4.46875,17.5
1105,"Alabama A&M","swac","Southwest Athletic Conference","willie_hayes",2,2,20,9,1,20,1,5,12,3,6,1,2,0.111111111111111,0.1,61.5862068965517,21.9310344827586,55.6206896551724,17.1034482758621,38.9310344827586,4.82758620689655,16.6896551724138,12.8965517241379,20.551724137931,11.8620689655172,23.448275862069,11.3793103448276,14.1724137931034,5.48275862068965,3.3448275862069,17.448275862069
1106,"Alabama St","swac","Southwest Athletic Conference","lewis_jackson",8,8,20,9,0,22,2,6,14,3,5,0,3,0,0.136363636363636,61.4838709677419,22.741935483871,56.258064516129,17.4838709677419,39.0967741935484,5.25806451612903,17.1612903225806,10.741935483871,18.0967741935484,12.3870967741935,23.1612903225806,11.4838709677419,14.9032258064516,6.16129032258065,3.2258064516129,18.741935483871
1107,"Albany NY","aec","America East Conference","will_brown",12,12,15,24,0,10,1,12,5,11,4,1,1,0.0416666666666667,0.1,64.4117647058823,21.8235294117647,49.8823529411765,15.8235294117647,33.4117647058824,6,16.4705882352941,14.7647058823529,20.1176470588235,9.85294117647059,23.7352941176471,11.1764705882353,13.3823529411765,5.44117647058824,2.02941176470588,16.0294117647059
1108,"Alcorn St","swac","Southwest Athletic Conference","luther_riley",2,2,20,9,1,23,0,4,14,4,7,1,2,0.111111111111111,0.0869565217391304,59.125,20.65625,54.5,15.84375,38.0625,4.8125,16.4375,13,20.78125,10,22.625,8.9375,15.25,6.4375,3.8125,19.9375
1110,"American Univ","patriot","Patriot League","jeff_a_jones",21,13,20,10,2,20,0,7,14,3,6,0,0,0,0,57.8333333333333,20.5333333333333,49.7,14.6333333333333,33.4,5.9,16.3,10.8666666666667,15.3333333333333,9,23.4333333333333,11.6,12.1333333333333,3.36666666666667,2.5,14.3666666666667
1111,"Appalachian St","southern","Southern Conference","jason_capel",3,3,20,13,3,16,2,8,11,4,4,1,1,0.0769230769230769,0.0625,70.8275862068966,24.7586206896552,56.448275862069,18.3103448275862,38.7586206896552,6.44827586206897,17.6896551724138,14.8620689655172,21.4137931034483,10.6551724137931,23.6896551724138,11.2758620689655,13.448275862069,6.37931034482759,3.62068965517241,18.8965517241379
1112,"Arizona","pac_twelve","Pacific-12 Conference","sean_miller",9,4,6,25,1,7,0,14,4,7,2,4,1,0.16,0.142857142857143,73.28125,25.03125,55.65625,17.375,34.5625,7.65625,21.09375,15.5625,20.8125,11.53125,24.71875,13.84375,13.09375,6.9375,3.90625,16.34375
